Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Tạ Như,"Bé Học Nói - Bíp Bíp, Xình Xịch","Bé học nói là bộ sách tuyệt vời đặc biệt phù hợp với các bạn nhỏ đang trong thời kỳ bi bô học nói. Qua những đề tài gần gũi cùng ngôn ngữ mộc mạc, hình ảnh sinh động, bộ sách sẽ khơi dậy hứng thú đọc sách và khao khát biểu đạt của bé, giúp bé học cách nói, biết cách nói, từ đó dần dần hoàn thiện khả năng ngôn ngữ của bản thân.",Đinh Tị,25000,20,21000,18/05/2023,NXB Thanh Niên,Còn hàng,150
Tạ Như,Bé Học Nói - Chụt,"Bé học nói là bộ sách tuyệt vời đặc biệt phù hợp với các bạn nhỏ đang trong thời kỳ bi bô học nói. Qua những đề tài gần gũi cùng ngôn ngữ mộc mạc, hình ảnh sinh động, bộ sách sẽ khơi dậy hứng thú đọc sách và khao khát biểu đạt của bé, giúp bé học cách nói, biết cách nói, từ đó dần dần hoàn thiện khả năng ngôn ngữ của bản thân.",Đinh Tị,25000,20,21000,18/05/2023,NXB Thanh Niên,Còn hàng,150
Tạ Như,"Bé Học Nói - Rào Rào, Tí Tách","Bé học nói là bộ sách tuyệt vời đặc biệt phù hợp với các bạn nhỏ đang trong thời kỳ bi bô học nói. Qua những đề tài gần gũi cùng ngôn ngữ mộc mạc, hình ảnh sinh động, bộ sách sẽ khơi dậy hứng thú đọc sách và khao khát biểu đạt của bé, giúp bé học cách nói, biết cách nói, từ đó dần dần hoàn thiện khả năng ngôn ngữ của bản thân.",Đinh Tị,25000,20,21000,18/05/2023,NXB Thanh Niên,Còn hàng,150
Tạ Như,Bé Học Nói - Xin Lỗi Bạn Nhé!,"Bé học nói là bộ sách tuyệt vời đặc biệt phù hợp với các bạn nhỏ đang trong thời kỳ bi bô học nói. Qua những đề tài gần gũi cùng ngôn ngữ mộc mạc, hình ảnh sinh động, bộ sách sẽ khơi dậy hứng thú đọc sách và khao khát biểu đạt của bé, giúp bé học cách nói, biết cách nói, từ đó dần dần hoàn thiện khả năng ngôn ngữ của bản thân.",Đinh Tị,25000,20,21000,18/05/2023,NXB Thanh Niên,Còn hàng,150
Hans Christian Andersen,Chuyện Đời Tôi,"Kể từ thế kỷ XIX đến nay, văn đàn thế giới xuất hiện và tồn tại bền bỉ theo thời gian và không gian một tên tuổi khổng lồ: Hans Christian Andersen.",Alpha Books,359000,660,305000,31/12/2022,NXB Thế Giới,Còn hàng,800
Nguyễn Vân Anh,Đôi Mắt Của Rừng,,NXB Kim Đồng,45000,164,38000,05/06/2023,NXB Kim Đồng,Còn hàng,300
Anna Lembke,Giãi Mã Hoóc - Môn Dopamine,"Dopamine là một chất dẫn truyền thần kinh tự nhiên trong cơ thể con người và động vật. Nó được sản xuất trong não và tham gia vào việc truyền tín hiệu hiệu giữa các tế bào trong kinh tế. Dopamine có vai trò quan trọng trong nhiều chức năng thần kinh như cảm xúc, học tập, tập trung và quyết định.",Saigon Books,198000,348,168000,30/05/2023,NXB Thế Giới,Còn hàng,500
Don M. Green,Những Bí Quyết Thành Công Vượt Thời Gian Của Napoleon Hill,“Tất cả sự giàu có phụ thuộc vào việc hiểu rõ rằng trí óc chính là nguồn gốc tạo ra sự giàu có. Bạn phải kiểm soát suy nghĩ nếu muốn kiểm soát hoàn cảnh sống của mình.”,Saigon Books,120000,272,102000,31/05/2023,NXB Thế Giới,Còn hàng,400
Zanni Louise,Trưởng Thành Từ Những Điều Bé Nhỏ - Kiên Trì,Bộ sách,NXB Kim Đồng,32000,32,27000,05/06/2023,NXB Kim Đồng,Còn hàng,150
Zanni Louise,Trưởng Thành Từ Những Điều Bé Nhỏ - Làm Việc Nhóm,Bộ sách,NXB Kim Đồng,32000,32,27000,05/06/2023,NXB Kim Đồng,Còn hàng,150
Zanni Louise,Trưởng Thành Từ Những Điều Bé Nhỏ - Kiên Gan Bền Bỉ,Bộ sách,NXB Kim Đồng,32000,32,27000,05/06/2023,NXB Kim Đồng,Còn hàng,150
Florence Dutruc - Rosset,Cổ Tích Chừa Lành - Chiếc Khăn Của Bà,,NXB Kim Đồng,54000,36,45500,10/06/2023,NXB Kim Đồng,Còn hàng,150
Florence Dutruc - Rosset,Cổ Tích Chừa Lành - Nàng Công Chúa Câm Lặng,,NXB Kim Đồng,54000,36,45500,10/06/2023,NXB Kim Đồng,Còn hàng,150
Yongey Mingyur Rinpoche,Chuyển Mê Khai Ngộ - Phật Giáo Tây Tạng Cơ Bản,"Thông qua những chỉ dẫn tận tình và cụ thể hóa các kỹ thuật thiền định và chiêm nghiệm, đức Yongey Mingyur Rinpoche nhẹ nhàng mà thấu đáo bình luận, đồng hành và trở thành nguồn cảm hứng cho những ai mong muốn dấn thân vào con đường Phật giáo Tây Tạng. Đức Jetsun Khandro Rinpoche khẳng định Chuyển mê khai ngộ là “cuốn sách cần phải đọc đối với tất cả những ai muốn hành trì những pháp tu tinh tuý của thực hành ngondro”.",Thái Hà,239000,544,203000,09/06/2023,NXB Lao Động,Còn hàng,700
KHG Thùy Trinh Nguyễn,100 Công Thức Xanh,"Qua nhiều năm nghiên cứu và trải nghiệm, Thùy Trinh cho rằng phương pháp ăn chay chính là chìa khóa cho sức khỏe của con người. Ăn chay mà Thùy Trinh muốn nói đến là việc chọn thực phẩm mỗi ngày đưa vào cơ thể mình những loại thực phẩm có nguồn gốc từ thực vật (rau, củ, quả, thảo mộc...). Nói đến đây xin tránh cách diễn dịch: Tôi ăn thịt con bò mà bò ăn cỏ, vậy tôi ăn thịt bò tức là ăn thức ăn có nguồn gốc thực vật! Cái gì bỏ vào miệng bạn trước, bạn hưởng năng lượng của nó trước. Vì vậy nếu bạn ăn thịt bò, bạn hưởng năng lượng từ sự sợ hãi trước lúc chết của con bò chứ không phải những ngọn cỏ ngọt mát, thong dong đung đưa trong gió? Quay lại vấn đề, ta thấy: rất nhiều bạn có tư tưởng khá tiêu cực, theo lối mòn rằng ăn chay tức ăn rau, củ, quả... sẽ không đủ chất. Đây là một tư tưởng khá phổ biến ở Việt Nam chúng ta.",Saigon Books,250000,264,212500,11/06/2023,NXB Thế Giới,Còn hàng,400
Đào Trung Uyên,100 Truyện Ngụ Ngôn Cùng Bé Lớn Khôn,"Từ xưa tới giờ, truyện ngụ ngôn thường được cha mẹ chọn để ân cần đọc cho em bé ở nhà mỗi tối, bởi cốt truyện đơn giản, tính cách nhân vật giản dị và truyền tải những kinh nghiệm sống cùng triết lý có giá trị lâu dài.",Nhã Nam,100000,138,85000,12/06/2023,NXB Phụ Nữ,Còn hàng,300
Kim Hankinson,Nhật Kí Phiêu Lưu - 50 Thử Thách Nâng Câp Sự Tự Tin,,NXB Kim Đồng,55000,68,46500,12/06/2023,NXB Kim Đồng,Còn hàng,200
Gu Gyung Seon,Ngày Hôm Nay Cũng Không Quá Tệ,Nhà văn Gu là người khiếm thính lẫn khiếm thị. Quyển sách này chứa đựng niềm hy vọng mà cô mong muốn mang đến cho mọi người.,Văn Lang,130000,271,110500,06/06/2022,Nxb Thanh Hóa,Còn hàng,450
Matthew Sockolov,Thực Hành Chánh Niệm,"Bạn từng hành thiền, nhưng không thấy hiệu quả?",Cty Văn Hóa Văn Lang,98000,320,83000,13/03/2022,NXB Hồng Đức,Còn hàng,450
Iris Gottlieb,Thấy Giới – Minh Họa Bản Dạng Giới Và Thể Hiện Giới,"“Seeing Gender – Thấy giới” (Thục My dịch, Nhà xuất bản Phụ nữ Việt Nam phát hành) do tác giả queer Iris Gottlieb viết và vẽ minh họa. Cuốn sách cho thấy cách chúng ta hiểu và thể hiện sự phức tạp, đa chiều, đa góc cạnh của giới như thế nào. Nội dung được chia làm 3 phần:",NXB Phụ Nữ,215000,200,182500,24/05/2023,NXB Phụ Nữ,Còn hàng,350
David R. Hawkins,Bản Đồ Về Ý Thức - Giải Mã Trường Năng Lượng Khai Phá Sức Mạnh Phi Thường Trong Con Người Bạn,"Chỉ trong một bản đồ này thôi, bạn có thể nhìn thấy toàn bộ thế giới, nó chỉ ra con đường gập gềnh đi từ tuyệt vọng cho tới tận miền Khai sáng thông qua 3 phần lớn:",Bizbooks,198000,348,168000,02/06/2023,NXB Hồng Đức,Còn hàng,500
Scott Oldford,Hiệu Ứng Hạt Nhân - 6 Trụ Cột Để Xây Dựng Doanh Nghiệp Trực Tuyến,Vô vàn những câu hỏi mà bất cứ doanh nghiệp nào cũng phải đối mặt. Nếu bạn không thể trả lời đầy đủ và chính xác những câu hỏi trên thì cuốn sách,Bizbooks,168000,292,142500,24/03/2023,NXB Hồng Đức,Còn hàng,450
Jang Yoonhyuk,"Bản Chất Của Trưởng Nhóm - Khi ""Team-Work"" Không Còn Là ""Tao-Work""",,Bizbooks,160000,244,136000,13/03/2023,NXB Hồng Đức,Còn hàng,400
Nguyễn Thu Hằng,Miền Cỏ Hát,,NXB Kim Đồng,35000,124,29500,17/06/2023,NXB Kim Đồng,Còn hàng,300
Minh Ngọc,Chó Đốm và Mèo Hoa,,NXB Kim Đồng,40000,36,34000,17/06/2023,NXB Kim Đồng,Còn hàng,150
Li Yanan,Combo Khi Tớ Có Em (4 Cuốn),,NXB Kim Đồng,100000,28,85000,15/06/2023,NXB Kim Đồng,Còn hàng,180
Lê Minh Hải,Tranh Truyện Lịch Sử Việt Nam: Lý Thánh Tông (Tái Bản 2023),"Lý Thánh Tông (1023 - 1072) là vị hoàng đế thứ ba của hoàng triều Lý nước Đại Việt, trị vì từ tháng 11 năm 1054 đến khi qua đời năm 1072. Trong thời kì cầm quyền của mình, Lý Thánh Tông đã đẩy mạnh sản xuất nông nghiệp, khoan giảm hình phạt, đồng thời bảo trợ Phật giáo và Nho giáo. Ông nổi tiếng là vị vua nhân từ, trọng sức dân và được lòng dân; và cũng là vị vua có chính sách ngoại giao linh hoạt, khôn khéo với các nước láng giềng.",NXB Kim Đồng,20000,32,17000,19/06/2023,NXB Kim Đồng,Còn hàng,180
Ian Stevenson,Những Đứa Trẻ Nhớ Được Tiền Kiếp,Những Đứa Trẻ Nhớ Được Tiền Kiếp (tựa gốc:,Sách Dân Trí,208000,464,176500,16/06/2023,NXB Dân Trí,Còn hàng,600
Yuichi Kimura,Combo Cùng Chơi Với Bé (5 Cuốn),“Cùng chơi với bé” là bộ sách đặc biệt gốm 5 cuốn có thiết kế hấp dẫn để cha mẹ vừa chơi trò,NXB Kim Đồng,300000,300,255000,19/06/2023,NXB Kim Đồng,Còn hàng,450
Science Museum of Dolphin Media,Thế Giới Động Vật - Đà Điểu Biết Trượt Tuyết Không?,,NXB Kim Đồng,35000,24,29500,21/06/2023,NXB Kim Đồng,Còn hàng,150
Science Museum of Dolphin Media,Thế Giới Động Vật - Sư Tử Biết Chơi Trốn Tìm Không?,"Nếu một chú sư tử đến sống cùng ta, điều gì sẽ xảy ra?",NXB Kim Đồng,35000,24,29500,21/06/2023,NXB Kim Đồng,Còn hàng,150
Science Museum of Dolphin Media,Thế Giới Động Vật - Nhện Biết Chơi Kéo Co Không?,,NXB Kim Đồng,35000,24,29500,21/06/2023,NXB Kim Đồng,Còn hàng,150
May,"Vun Đắp Tâm Hồn - Bé Yêu Ơi - Trời Sáng Rồi, Mình Dậy Nhé Bé Ơi",,NXB Kim Đồng,38000,24,32000,21/06/2023,NXB Kim Đồng,Còn hàng,150
May,"Vun Đắp Tâm Hồn - Bé Yêu Ơi - Trời Tối Rồi, Em Bé Của Mẹ Ơi",,NXB Kim Đồng,38000,24,32000,21/06/2023,NXB Kim Đồng,Còn hàng,150
Minh Nguyệt Thính Phong,Nhà Có Kiều Thê - Tập 2,"Trần Ưng nhìn ngắm hồi lâu rồi tiếp tục vuốt tóc cô. Nhìn cô lúc này chẳng khác nào một cô gái nhỏ, trong lòng anh không chỉ muốn được che chở mà còn muốn yêu thương, anh nghĩ chắc hẳn mình đã bị những giọt nước mắt của cô làm cho xúc động. Cô gái thần kinh này, hết chạy liền lúc mười cây số để bắt cướp, chẳng nói chẳng rằng cứ thế đánh người, giờ bị đau dạ dày lại còn chẳng biết xấu hổ mà khóc lóc trước mặt anh, không biết sắp tới còn có những chuyện gì nữa đây?",Đinh Tị,128000,500,108500,06/06/2018,NXB Văn Học,Hết hàng,650
Joseph Murphy,Luật Hấp Dẫn Và Sức Mạnh Tiềm Thức,"Người giàu có và kẻ nghèo khổ, người thành công và kẻ thất bại, người sáng chói giữa vầng hào quang và kẻ thảm hại xám xịt ảm đạm, một thiên tài hay kẻ nằm ở dưới đáy… tất cả bọn họ đều chỉ khác nhau ở duy nhất một điểm. Đó là có người đã nhận ra, đồng thời ứng dụng rất tốt luật hấp dẫn trong cuộc sống của mình, một số khác thì không.",1980 Books,139000,180,118000,21/06/2023,NXB Lao Động,Còn hàng,450
Võ Diệu Thanh,Tủ Sách Tuổi Thần Tiên - Thiên thần Ốc Tiêu,"Bác Cầu Tre, có sở thích màu mè.",NXB Kim Đồng,45000,76,38000,25/06/2023,NXB Kim Đồng,Còn hàng,150
Lê Minh Hải,Tranh Truyện Lịch Sử Việt Nam: Lê Hiến Tông (Tái Bản 2023),"Lê Hiến Tông (1461 - 1504) là vị hoàng đế thứ sáu của hoàng triều Lê nước Đại Việt. Ông cai trị từ tháng 3 năm 1497 đến khi qua đời, tổng cộng 7 năm. Ông là người kế nghiệp xứng đáng của cha mình - vua Lê Thánh Tông. Trong 7 năm trị vì, ông đã thành công trong việc duy trì nền pháp chế mà vua cha đã đặt ra cũng như sự thịnh trị của Đại Việt. Lê Hiến Tông mến chuộng văn học, tiết kiệm tiêu dùng, thận trọng hình phạt, trọng nghĩa thầy trò và luôn gần gũi bề tôi. Ông",NXB Kim Đồng,20000,32,17000,19/06/2023,NXB Kim Đồng,Còn hàng,180
Tom Chatfield,Tư Duy Phản Biện - Để Không Bị Thao Túng Tâm Lý,,NXB Trẻ,235000,544,199500,30/06/2023,NXB Trẻ,Còn hàng,700
Nguyễn Quang Thọ,Người Việt Nói Tiếng Việt,"Không những thế, ông còn bổ sung thêm một loạt từ mới / cách nói mới vừa xuất hiện trong thời gian gần đây để cho thấy sự phong phú, đa dạng, biến hóa tài tình trong hành trình phát triển của tiếng Việt.",NXB Tổng Hợp TPHCM,150000,384,127500,25/06/2023,NXB Tổng Hợp TPHCM,Còn hàng,500
Lewis Carroll,Tác Phẩm Kinh Điển Dành Cho Thiếu Nhi - Alice Ở Xứ Sở Diệu Kỳ,"Alice ngáp ngắn ngáp dài. Bỗng nhiên, một chú Thỏ Trắng chạy ngang qua chỗ cô bé.",Đinh Tị,29000,24,24500,26/06/2023,NXB Văn Học,Còn hàng,200
Rudyard Kipling,Tác Phẩm Kinh Điển Dành Cho Thiếu Nhi - Câu Chuyện Rừng Xanh,Sói mẹ và Sói bố cứu được một bé trai khỏi con hổ dữ Shere Khan.,Đinh Tị,29000,24,24500,26/06/2023,NXB Văn Học,Còn hàng,200
Trần Bạch Đằng chủ biên,Thời Khởi Thủy,"Hy vọng bạn sẽ cảm thấy thích thú khi đọc quyển sách này, cũng như chúng tôi khi thực hiện quyển sách.",NXB Trẻ,165000,96,140000,19/06/2023,NXB Trẻ,Còn hàng,250
Đào Hải,Tý Quậy - Tập 12 (Tái Bản 2023),“,NXB Kim Đồng,40000,172,34000,30/06/2023,NXB Kim Đồng,Còn hàng,300
Satoe Tone,Những Giấc Mơ Xinh - Củ Cà Rốt Thật Là To,"Ngày nọ, sáu anh em nhà thỏ",NXB Kim Đồng,47000,32,39500,30/06/2023,NXB Kim Đồng,Còn hàng,180
Xu,Kinh Điển Về Khởi Nghiệp - Thưc Hành,Cuốn sách,Thái Hà,269000,320,228500,28/06/2023,NXB Công Thương,Còn hàng,500
Satoe Tone,Những Giấc Mơ Xinh - Ban Nhạc Diệu Kì,"Ngày nọ, sáu anh em nhà thỏ",NXB Kim Đồng,47000,32,39500,30/06/2023,NXB Kim Đồng,Còn hàng,180
Satoe Tone,Những Giấc Mơ Xinh - Trái Đất Mến Yêu,"Ngày nọ, sáu anh em nhà thỏ",NXB Kim Đồng,47000,32,39500,30/06/2023,NXB Kim Đồng,Còn hàng,180
Audrey Poussier,7 Kĩ Năng Gương Mẫu Siêu Quậy,"Điều mà Co và Mo thích nhất trên đời, chính là được vui chơi.",NXB Kim Đồng,45000,68,38000,30/06/2023,NXB Kim Đồng,Còn hàng,220
Satoe Tone,Combo Những Giấc Mơ Xinh (5 cuốn),"Ngày nọ, sáu anh em nhà thỏ",NXB Kim Đồng,235000,150,199500,30/06/2023,NXB Kim Đồng,Còn hàng,300
Satoe Tone,Những Giấc Mơ Xinh - Chúc Mừng Sinh Nhật Mẹ!,"Ngày nọ, sáu anh em nhà thỏ",NXB Kim Đồng,47000,32,39500,30/06/2023,NXB Kim Đồng,Còn hàng,180
VSMCamp Book,Digital X - Trải Nghiệm Số Trong Chiến Lược Sales Và Marketing,- PHẦN I: TRẢI NGHIỆM KHÁCH HÀNG TRÊN MÔI TRƯỜNG SỐ nhắc lại một lần nữa ý nghĩa của trải nghiệm khách hàng nói chung và trải nghiệm số nói riêng đối với doanh nghiệp.,Alpha Books,249000,203,211500,28/06/2023,NXB Thế Giới,Còn hàng,350
Nhiều Tác Giả,"Tư Duy Nhanh Nhạy, Giải Đố Thật Vui! - Những Thử Thách Độc Đáo","Tư duy nhanh nhạy, giải đố thật vui! - Những thử thách thú vị",Đinh Tị,45000,48,38000,26/06/2023,NXB Thanh Niên,Còn hàng,150
Nhiều Tác Giả,"Tư Duy Nhanh Nhạy, Giải Đố Thật Vui! - Những Thử Thách Hấp Dẫn","Tư duy nhanh nhạy, giải đố thật vui! - Những thử thách thú vị",Đinh Tị,45000,48,38000,26/06/2023,NXB Thanh Niên,Còn hàng,150
Nhiều Tác Giả,"Tư Duy Nhanh Nhạy, Giải Đố Thật Vui! - Những Thử Thách Thú Vị","Tư duy nhanh nhạy, giải đố thật vui! - Những thử thách thú vị",Đinh Tị,45000,48,38000,26/06/2023,NXB Thanh Niên,Còn hàng,150
Nhiều Tác Giả,"Tư Duy Nhanh Nhạy, Giải Đố Thật Vui! - Những Thử Thách Vui Vẻ","Tư duy nhanh nhạy, giải đố thật vui! - Những thử thách thú vị",Đinh Tị,45000,48,38000,26/06/2023,NXB Thanh Niên,Còn hàng,150
Nhiều Tác Giả,"Combo 4 Tập - Tư Duy Nhanh Nhạy, Giải Đố Thật Vui!","Tư duy nhanh nhạy, giải đố thật vui! - Những thử thách thú vị",Đinh Tị,180000,48,153000,26/06/2023,NXB Thanh Niên,Còn hàng,150
Wladislaw Jachtchenko,Thuật Thao Túng - Góc Tối Ẩn Sau Mỗi Câu Nói,Bạn có muốn giành phần thắng cuối cùng trong các cuộc tranh luận?,AZ Việt Nam,139000,344,118000,31/12/2022,NXB Thế Giới,Còn hàng,500
Alicja Zmigrodzka,Bộ Sách Con Đường Giác Ngộ Của Đức Phật Dành Cho Trẻ Em,"Cuốn sách song ngữ dành cho trẻ 6+. Bồ Tát Nhí đánh thức ước muốn của mỗi chúng ta để tìm kiếm sự giác ngộ vì lợi ích của người khác, để trở nên can đảm, có tấm lòng bao dung, tốt bụng và hào phóng.",Thái Hà,204000,52,173000,07/07/2023,NXB Lao Động,Còn hàng,200
Violeta Dabija,Vạn Vật Thầm Thì - Chuyện Của Nước,,NXB Kim Đồng,55000,36,46500,10/07/2023,NXB Kim Đồng,Còn hàng,250
Fly,Nhân Vật Hạ Cấp Tomozaki - Tập 5,Chắc chắn một người nào đó đã dạy tôi cách chiến đấu này.,NXB Kim Đồng,111000,416,94000,17/07/2023,NXB Kim Đồng,Còn hàng,650
Laura Wall,Ấm Áp Tình Bạn - Ngỗng Phiêu Lưu Ký 4 - Tiệc Sinh Nhật Ngỗng,"inh nhật cho Ngỗng và còn mời các bạn tới nữa. Nhưng mọi việc lại không diễn ra như kế hoạch, và nhân vật chính là Ngỗng bỗng nhiên biến mất.",NXB Trẻ,35000,48,29500,16/07/2023,NXB Trẻ,Còn hàng,150
Laura Wall,Ấm Áp Tình Bạn - Ngỗng Phiêu Lưu Ký 9 - Ngỗng Và Halloween,"“Ngỗng và Halloween” kể về bữa tiệc hóa trang đầu tiên của Ngỗng cùng bé Su và các bạn. Ngỗng chỉ muốn tìm ra bàn tiệc đầy đồ ăn, nhưng lại chỉ gặp toàn những bất ngờ đáng sợ. Liệu cuộc phiêu lưu này của Ngỗng có kết thúc tốt đẹp không?",NXB Trẻ,35000,48,29500,16/07/2023,NXB Trẻ,Còn hàng,150
Liu Yong,Kĩ Năng Vàng Cho Học Sinh Trung Học - Học Kĩ Năng Để Thành Công (Tái Bản 2023),"là bộ sách 6 cuốn dành cho học sinh từ 10 – 16 tuổi. Bộ sách này gồm những chủ đề rất phù hợp cho các em đọc tham khảo, gồm nhiều phương diện, giúp các em hiểu được những vấn đề có thể sẽ gặp phải trong quá trình trưởng thành. Tác giả sử dụng lối viết thân mật, hài hước với những câu chuyện phong phú và cô đọng, tái hiện các tình huống cuộc sống qua từng chi tiết, từng khung cảnh để gợi ý, hướng dẫn cho những người trẻ cách tư duy, cách ứng xử và giải quyết những vướng mắc, khơi nguồn cảm hứng, mở ra tầm nhìn rộng lớn và từng bước trưởng thành.",NXB Kim Đồng,40000,156,34000,20/07/2023,NXB Kim Đồng,Còn hàng,300
E. M. Forster,Maurice,"Đại học Cambridge, những năm 1920, Maurice Hall trẻ tuổi đã gặp Clive Durham lịch lãm và trí thức. Tình bạn giữa hai chàng trai dần trở thành một tình yêu thuần khiết và chân thành. Nhưng đây không phải là thời đại cho phép họ được sống theo mong muốn của chính mình; những lựa chọn cần đưa ra, dẫu có trong thống khổ. Với Clive, câu chuyện tình yêu được định sẵn phải chôn vùi trong sự “bình thường” của xã hội; còn với Maurice, tình yêu là thử thách dẫn lối tới một cuộc đời mới.",NXB Kim Đồng,120000,320,102000,17/07/2023,NXB Kim Đồng,Còn hàng,600
Camille Laurens,Con gái - Camille Laurens,"Trong nửa đầu cuốn sách, thông qua những băn khoăn của Laurence, ta thấy rằng một người không sinh ra đã là cô gái, mà trở thành cô gái. Từ thời điểm chào đời, khi người ta công bố giới tính của Laurence trước sự thất vọng của cha mẹ cô ấy, điều đó đã phủ một bóng đen lên mối quan hệ giữa cô với cha mẹ. Càng trưởng thành, Laurence càng tiếp tục lột trần cách xã hội đã định nghĩa, giới hạn và đánh giá thấp bé gái thông qua ngôn ngữ.",NXB Phụ Nữ,132000,260,112000,17/07/2023,NXB Phụ Nữ,Còn hàng,350
James McGrath,Trí Tuệ Quản Trị Từ Những Doanh Nhân Và Nhà Quản Trị Hàng Đàu Thế Giới,"Từ xa xưa, nhiều danh nhân đã được biết đến qua những câu nói vĩ đại của mình. Quản trị cũng vậy. Trước khi những lý thuyết quản trị đầu tiên ra đời thì đã có những câu danh ngôn, châm ngôn hay trích dẫn có liên quan đến quản trị trường tồn cùng thời gian. Và ngày nay, nhiều tài năng về quản trị đã tổng hợp tinh hoa của ngành này trong những câu nói đơn giản nhưng mang đầy sức mạnh và cảm hứng để thay đổi một tổ chức hay doanh nghiệp.",NXB Trẻ,140000,334,119000,19/07/2023,NXB Trẻ,Còn hàng,450
Trương Tú Anh,Bậc Thầy Của Nghệ Thuật Giao Tiếp (Tái Bản 2023),"Từ một đứa trẻ nông thôn trở thành một danh nhân nổi tiếng thế giới, dựa vào đâu mà được như vậy? Đó là vấn đề khiến nhiều người suy nghĩ. Cho dù “Thất bại là mẹ thành công”, nhưng ai chẳng hy vọng tìm ra bí quyết thành công để có thể thuận lợi đoạt được vòng nguyệt quế?",Minh Long,98000,276,83000,01/01/2023,NXB Thanh Niên,Hết hàng,440
Trần Bạch Đằng chủ biên,Lịch Sử Việt Nam Bằng Tranh 01: Người Cổ Việt Nam (Tái Bản 2022),"Người Cổ Việt Nam là tập đầu tiên của bộ tranh truyện Lịch sử Việt Nam bằng tranh cung cấp cho bạn nhiều tư liệu quý báu giúp bạn tìm hiểu về tiền thân của tổ tiên chúng ta – những người cổ Việt Nam trong lịch sử cách nay hàng ngàn, hàng vạn năm.",NXB Trẻ,35000,96,29500,01/01/2022,NXB Trẻ,Còn hàng,250
Trần Bạch Đằng chủ biên,Lịch Sử Việt Nam Bằng Tranh 05: Nước Âu Lạc (Tái Bản 2022),"Có thịnh ắt có suy, ấy là quy luật từ xa xưa. Hùng Vương mười tám mải mê tửu sắc, chẳng màng việc nước đã làm cho Văn Lang hùng mạnh năm nào bước vào suy vong. Nhưng có suy rồi ắt sẽ lại thịnh, An Dương Vương lên ngôi, hòa hợp hai bộ tộc Lạc Việt và Âu Việt, lập nên nước Âu Lạc.",NXB Trẻ,35000,108,29500,01/01/2022,NXB Trẻ,Còn hàng,250
Shirow Shiratori,[Bản Đặc Biệt] Công Việc Của Long Vương - Tập 5,"Giải đấu Long Vương lần này diễn ra vô cùng hoành tráng và gay cấn khi được tổ chức tại quần đảo Hawaii – thiên đường của bikini và những bãi biển tuyệt đẹp, bên cạnh đó là cuộc đối đầu giữa Long Vương và Danh Nhân. Cuộc chiến nóng hơn cả nhiệt độ của Hawaii không biết sẽ diễn ra như thế nào?",AZ Việt Nam,129000,440,109500,14/10/2020,NXB Thế Giới,Hết hàng,600
Shirow Shiratori,Công Việc Của Long Vương! - Tập 3,,AZ Việt Nam,115000,439,97500,01/01/2019,NXB Thế Giới,Còn hàng,600
Oda Shiori,Sakurako Và Bộ Xương Dưới Gốc Anh Đào - Tập 3,"Hokkaido, Asahikawa. Nơi đây là thị trấn tôi và Sakurako sinh sống. Sakurako là một tiểu thư đài các với ngoại hình và phong cách vô cùng ưu tú. Đáng tiếc thay, cô ấy lại có một nỗi ám ảnh quá mức với những bộ xương. Một ngày, vị tiểu thư ấy đã đến Lễ hội văn hóa trường trung học phổ thông nơi tôi đang theo học. Khi cô ấy yên lặng thì vẻ đẹp của cô luôn khiến tôi thầm rung động, nhưng rồi có một bộ xương người được tìm thấy trong phòng thí nghiệm khoa học… Bộ xương được ủy thác!",Thái Hà,110000,350,93500,21/12/2020,NXB Hà Nội,Còn hàng,530
Oda Shiori,Sakurako Và Bộ Xương Dưới Gốc Anh Đào - Tập 8,"Tháng tư tại Asahikawa là thời điểm chuyển giao giữa hai mùa đông xuân. Tôi, Shoutarou, lên lớp 11 và tiếp tục học cùng lớp với thằng bạn thân nối khố Imai và cả cô bạn thân thiết Kougami nữa. Thầy giáo chủ nhiệm là thầy Isozaki đã quá rành tính cách. Ai ngờ cô bạn mới chuyển trường tới Azechi chuyên ăn mặc kì quái như lolita và cũng không giao du với ai lại bất ngờ tới mà muốn “làm bạn” với Kougami. Ngỡ ngàng hơn nữa khi Kougami lại đồng ý với mong muốn của Azechi, dù đấy chỉ là trên hình thức. Câu chuyện “mặt chìm mặt nổi” phản ánh một phần góc tối nơi đời sống học đường, đặc biệt là thế giới của những cô gái tuổi mới lớn đầy phức tạp và thậm chí có phần tàn nhẫn. Bên cạnh đó, chúng tôi còn phải giải quyết vụ việc “tiếng gọi chim non” tại nhà Sakurako, trước khi có chuyến du ngoạn tới hồ thắng cảnh tuyệt đẹp tại Biei và phát hiện một xác chết bí ẩn. Một vụ án tương tự với cái xác không xác định tại đầm Junsai ở Hakodate. Thanh âm dạo đầu ấy liệu có phải báo hiệu cho một mùa trỗi dậy của những cánh bướm?",Thái Hà,119000,316,101000,21/12/2021,NXB Hà Nội,Còn hàng,450
